neuron_i,neuron_label,area,ramp_type,onset_ms
11185,X030620_109_2,cd,Positive,557.0
11189,X030821_011_3,12m,Negative,88.0
11197,X030821_041_6,13l,Negative,166.0
11199,X030821_056_4,12l,Negative,68.0
11208,X030821_092_1,AI,Positive,291.0
11216,X030821_128_1,AMG,Positive,636.0
11218,X030821_139_3,AMG,Negative,671.0
11220,X030920_007_2,46v,Negative,556.0
11223,X030920_040_4,46v,Negative,485.0
11229,X030920_066_2,12l,Negative,0.0
11232,X030920_095_3,pu,Positive,406.0
11234,X030920_098_2,cd,Positive,654.0
11241,X030920_118_3,pu,Positive,138.0
11243,X030920_143_1,AMG,Negative,40.0
11245,X030921_012_3,12m,Negative,691.0
11247,X030921_015_3,11ml,Negative,353.0
11249,X030921_029_3,12m,Negative,586.0
11251,X030921_041_3,13l,Negative,386.0
11252,X030921_041_4,13l,Negative,0.0
11256,X030921_056_3,12l,Negative,117.0
11260,X030921_068_4,12o,Negative,0.0
11282,X031020_047_3,12o,Positive,517.0
11287,X031020_051_8,13l,Positive,192.0
11290,X031020_066_3,12l,Negative,410.0
11296,X031020_089_5,6VaVb,Negative,684.0
11298,X031020_098_3,cd,Positive,683.0
11303,X031020_109_4,cd,Positive,337.0
11306,X031020_141_3,AMG,Negative,0.0
11308,X031021_011_2,12m,Negative,349.0
11310,X031021_012_3,12m,Positive,195.0
11319,X031021_047_4,12o,Negative,105.0
11326,X031021_060_4,AI,Negative,110.0
11330,X031021_068_4,12o,Negative,0.0
11333,X031021_069_5,12o,Negative,536.0
11346,X031021_104_3,AI,Positive,559.0
11348,X031021_112_5,cd,Negative,0.0
11352,X031021_128_6,AMG,Negative,671.0
11367,X031120_061_4,AI,Negative,259.0
11368,X031120_065_3,13m,Positive,645.0
11369,X031120_066_3,12l,Negative,0.0
11380,X031120_097_4,cd,Positive,494.0
11381,X031120_098_3,cd,Positive,620.0
11388,X031120_109_4,cd,Positive,0.0
11397,X031121_012_2,12m,Positive,607.0
11399,X031121_015_8,11ml,Positive,92.0
11405,X031121_047_2,12o,Negative,538.0
11406,X031121_047_4,12o,Negative,77.0
11408,X031121_048_5,12o,Negative,0.0
11418,X031121_065_6,13m,Negative,324.0
11423,X031121_079_3,12o,Positive,678.0
11424,X031121_079_4,12o,Positive,294.0
11433,X031121_092_5,AI,Positive,75.0
11438,X031121_104_6,AI,Positive,517.0
11439,X031121_112_7,cd,Negative,58.0
11444,X031121_139_5,AMG,Positive,674.0
11445,X031121_145_4,cd,Negative,0.0
11454,X031220_040_3,46v,Negative,68.0
11455,X031220_048_1,12o,Negative,374.0
11460,X031220_077_6,12l,Negative,605.0
11466,X031220_090_6,12o,Negative,81.0
11469,X031220_098_7,cd,Positive,356.0
11474,X031220_109_3,cd,Positive,701.0
11480,X031220_141_3,AMG,Negative,6.0
11483,X031221_015_2,11ml,Negative,86.0
11487,X031221_032_3,13m,Positive,509.0
11491,X031221_043_1,13m,Negative,393.0
11497,X031221_056_3,12l,Positive,171.0
11506,X031221_070_2,AI,Negative,409.0
11510,X031221_077_2,12l,Negative,196.0
11518,X031221_092_2,AI,Positive,408.0
11520,X031221_098_3,pu,Negative,496.0
11525,X031221_124_6,cd,Negative,423.0
11526,X031221_128_3,AMG,Negative,429.0
11529,X031221_139_1,AMG,Positive,0.0
11533,X031320_005_4,11ml,Negative,334.0
11536,X031320_029_2,12m,Positive,37.0
11540,X031320_040_3,46v,Negative,444.0
11550,X031320_097_4,cd,Positive,537.0
11560,X031521_015_3,11ml,Negative,337.0
11561,X031521_015_5,11ml,Positive,613.0
11562,X031521_015_6,11ml,Negative,428.0
11575,X031521_066_3,12l,Positive,270.0
11581,X031521_092_3,AI,Negative,349.0
11589,X031620_005_3,11ml,Negative,241.0
11592,X031620_019_2,12m,Positive,655.0
11595,X031620_038_3,13l,Positive,217.0
11596,X031620_040_3,46v,Positive,489.0
11597,X031620_040_4,46v,Negative,322.0
11602,X031620_097_3,cd,Negative,0.0
11609,X031620_131_4,pu,Negative,498.0
11610,X031621_015_3,11ml,Negative,0.0
11615,X031621_033_5,13m,Negative,136.0
11624,X031621_057_1,12o,Positive,513.0
11627,X031621_066_3,12l,Positive,298.0
11651,X031720_029_3,12m,Negative,343.0
11655,X031720_038_2,13l,Positive,35.0
11664,X031720_098_4,cd,Negative,438.0
11666,X031720_107_2,pu,Positive,245.0
11670,X031720_131_3,pu,Negative,0.0
11673,X031721_007_6,11ml,Negative,0.0
11693,X031721_079_5,12o,Positive,88.0
11706,X031721_112_2,cd,Positive,669.0
11709,X031721_123_5,cd,Negative,560.0
11711,X031721_130_3,AMG,Negative,171.0
11713,X031721_146_4,cd,Negative,359.0
11715,X031821_021_4,11ml,Positive,157.0
11716,X031821_024_6,11ml,Negative,263.0
11735,X031821_062_4,13l,Negative,440.0
11742,X031821_078_1,12o,Positive,452.0
11743,X031821_078_2,12o,Positive,302.0
11745,X031821_081_5,AI,Negative,0.0
11750,X031821_092_3,AI,Negative,0.0
11755,X031821_119_2,AMG,Positive,280.0
11757,X031821_123_5,cd,Negative,590.0
11758,X031821_130_2,AMG,Negative,553.0
11759,X031821_146_4,cd,Negative,282.0
11773,X031921_048_7,12o,Negative,46.0
11777,X031921_056_4,12o,Positive,0.0
11779,X031921_057_6,12o,Negative,0.0
11788,X031921_080_1,12o,Negative,654.0
11793,X031921_108_5,pu,Positive,616.0
11794,X031921_112_3,cd,Negative,461.0
11799,X031921_123_2,cd,Negative,393.0
11801,X031921_128_1,AMG,Negative,0.0
11803,X031921_132_7,AMG,Negative,372.0
11806,X031921_147_3,cd,Negative,666.0
11815,X032221_033_1,13m,Negative,157.0
11819,X032221_046_3,12o,Negative,342.0
11825,X032221_056_3,12o,Positive,222.0
11826,X032221_057_2,12o,Negative,55.0
11838,X032221_080_4,12o,Negative,700.0
11841,X032221_091_2,AI,Negative,0.0
11846,X032221_097_4,pu,Positive,0.0
11848,X032221_103_2,AI,Negative,0.0
11856,X032221_128_5,AMG,Positive,7.0
11857,X032221_139_3,AMG,Negative,400.0
11861,X032321_013_6,11ml,Negative,357.0
11886,X032321_080_4,12o,Negative,483.0
11893,X032321_103_3,AI,Negative,0.0
11894,X032321_103_5,AI,Negative,0.0
11897,X032321_118_3,AMG,Positive,462.0
11909,X032421_037_3,12o,Positive,107.0
11916,X032421_043_6,13m,Negative,0.0
11931,X032421_068_1,12o,Positive,0.0
11934,X032421_074_6,13m,Negative,439.0
11936,X032421_080_2,12o,Negative,181.0
11941,X032421_103_2,AI,Negative,418.0
11945,X032421_119_3,AMG,Positive,443.0
11951,X032521_014_2,11ml,Positive,657.0
11956,X032521_037_3,12o,Positive,92.0
11974,X032521_074_3,13m,Negative,606.0
11976,X032521_091_2,AI,Negative,235.0
11977,X032521_103_7,AI,Negative,216.0
11983,X032521_128_5,AMG,Positive,685.0
11987,X032621_007_5,11ml,Positive,0.0
11988,X032621_014_2,11ml,Positive,572.0
11989,X032621_014_3,11ml,Negative,211.0
11995,X032621_032_2,13m,Negative,177.0
11996,X032621_037_4,12o,Positive,442.0
11997,X032621_037_5,12o,Positive,455.0
11999,X032621_040_4,13l,Negative,0.0
12002,X032621_043_5,13m,Negative,119.0
12021,X032621_079_4,12o,Positive,723.0
12022,X032621_080_4,12o,Negative,418.0
12025,X032621_103_2,AI,Negative,473.0
12027,X032621_119_3,AMG,Positive,588.0
12031,X032921_014_1,11ml,Positive,0.0
12032,X032921_015_1,11ml,Positive,621.0
12033,X032921_016_3,11ml,Positive,283.0
12035,X032921_023_2,11ml,Positive,548.0
12049,X032921_056_3,12o,Positive,0.0
12055,X032921_076_6,cd,Positive,545.0
12063,X032921_093_2,AI,Negative,575.0
12068,X032921_119_2,AMG,Positive,571.0
12071,X032921_132_5,AMG,Positive,75.0
12073,X032921_138_3,AMG,Negative,0.0
12074,X032921_147_2,cd,Positive,397.0
12078,X080421_023_3,11ml,Positive,569.0
12080,X080421_028_3,46v,Positive,480.0
12081,X080421_031_3,13l,Positive,99.0
12082,X080421_032_3,13m,Positive,0.0
12090,X080421_053_3,13m,Positive,395.0
12100,X080421_066_2,12o,Positive,162.0
12107,X080421_119_1,AMG,Positive,564.0
12113,X081821_007_3,11ml,Negative,506.0
12118,X081821_023_3,11ml,Positive,123.0
12136,X081821_078_3,12o,Negative,528.0
12138,X081821_085_1,pu,Negative,538.0
12149,X081821_140_2,AMG,Positive,546.0
12150,X081821_141_3,pu,Positive,408.0
12155,X082321_012_3,12m,Negative,198.0
12157,X082321_021_2,11ml,Negative,77.0
12159,X082321_021_6,11ml,Negative,0.0
12160,X082321_023_2,11ml,Positive,187.0
12165,X082321_038_3,13l,Positive,0.0
12170,X082321_054_4,13m,Negative,646.0
12176,X082321_064_3,13m,Negative,501.0
12179,X082321_072_2,AI,Negative,135.0
12180,X082321_074_3,13m,Negative,320.0
12181,X082321_074_4,13m,Negative,67.0
12184,X082321_082_3,AI,Positive,0.0
12190,X082321_099_3,pu,Negative,391.0
12191,X082321_107_2,AMG,Negative,619.0
12193,X082321_119_4,AMG,Positive,71.0
12202,X082321_154_3,AMG,Positive,222.0
12204,X082621_007_3,11ml,Negative,0.0
12207,X082621_031_3,13l,Positive,0.0
12210,X082621_038_4,13l,Negative,357.0
12227,X082621_066_4,12o,Negative,248.0
12229,X082621_069_4,12o,Positive,339.0
12235,X082621_096_3,pu,Negative,409.0
12238,X082621_107_2,AMG,Negative,591.0
12243,X082621_119_7,AMG,Positive,34.0
12248,X090221_029_2,12m,Negative,75.0
12254,X090221_054_1,13m,Positive,393.0
12255,X090221_054_4,13m,Positive,638.0
12256,X090221_056_2,12o,Positive,138.0
12262,X090221_066_2,12o,Positive,14.0
12279,X090221_142_5,AMG,Negative,430.0
12283,X090921_029_2,12m,Positive,550.0
12292,X090921_057_3,12o,Positive,273.0
12297,X090921_079_1,12o,Negative,224.0
12298,X090921_081_2,AI,Negative,0.0
12301,X090921_093_3,AI,Positive,602.0
12313,X091020_028_7,12o,Positive,531.0
12351,X091120_028_2,12o,Positive,0.0
12359,X091120_046_4,12o,Negative,83.0
12360,X091120_047_2,12o,Positive,514.0
12372,X091120_086_2,6DR,Positive,156.0
12381,X091120_127_2,6VaVb,Positive,654.0
12394,X091520_003_6,12r,Positive,0.0
12401,X091520_022_2,46df,Negative,0.0
12404,X091520_029_3,46v,Positive,219.0
12407,X091520_045_5,12o,Positive,449.0
12412,X091520_057_5,46v,Negative,214.0
12414,X091520_065_1,6DR,Positive,530.0
12415,X091520_065_4,6DR,Negative,0.0
12420,X091520_073_6,8B,Negative,189.0
12421,X091520_073_7,8B,Negative,267.0
12423,X091520_078_8,8A,Negative,305.0
12425,X091520_087_5,6DR,Negative,238.0
12438,X091520_138_2,6VaVb,Negative,531.0
12439,X091520_139_2,6DC,Negative,192.0
12441,X091520_139_5,6DC,Negative,395.0
12459,X091521_091_2,AI,Negative,331.0
12461,X091521_092_3,AI,Negative,455.0
12462,X091521_093_2,AI,Positive,439.0
12467,X091521_110_3,cd,Negative,361.0
12468,X091521_139_3,6DC,Positive,354.0
12471,X091620_003_2,12r,Positive,306.0
12489,X091620_053_1,8B,Positive,665.0
12503,X091620_067_1,45,Negative,189.0
12505,X091620_085_3,8B,Negative,486.0
12506,X091620_085_4,8B,Positive,0.0
12512,X091620_108_2,6DR,Positive,364.0
12513,X091620_111_2,6DR,Negative,386.0
12515,X091620_117_2,6DC,Negative,269.0
12520,X091620_129_4,6DC,Negative,175.0
12528,X091620_143_7,6DC,Positive,577.0
12529,X091620_144_4,6DC,Positive,427.0
12536,X091720_011_4,12r,Positive,683.0
12548,X091720_057_6,46v,Negative,620.0
12549,X091720_057_8,46v,Negative,0.0
12556,X091720_078_2,8A,Negative,318.0
12569,X091720_129_2,6DC,Negative,302.0
12572,X091720_140_3,6DC,Positive,521.0
12574,X091720_143_4,6DC,Positive,536.0
12576,X091720_144_2,6DC,Positive,466.0
12580,X091820_006_3,46d,Positive,0.0
12593,X091820_053_5,8B,Negative,286.0
12598,X091820_057_6,46v,Positive,200.0
12599,X091820_058_3,46v,Negative,0.0
12601,X091820_062_2,46d,Negative,348.0
12607,X091820_073_7,8B,Positive,544.0
12608,X091820_078_3,45,Positive,48.0
12609,X091820_081_3,46v,Negative,205.0
12610,X091820_085_4,8B,Negative,133.0
12614,X091820_101_2,6VaVb,Positive,630.0
12616,X091820_103_4,45,Positive,452.0
12617,X091820_108_4,6DC,Negative,0.0
12618,X091820_108_5,6DC,Negative,124.0
12622,X091820_130_3,6DC,Positive,468.0
12624,X091820_131_3,6DC,Positive,262.0
12627,X091820_138_2,6VaVb,Negative,465.0
12633,X091820_145_3,6DC,Positive,303.0
12644,X092120_023_3,46df,Negative,0.0
12653,X092120_047_3,12o,Negative,0.0
12659,X092120_056_2,45,Negative,335.0
12662,X092120_066_4,12l,Positive,81.0
12667,X092120_078_3,45,Negative,641.0
12672,X092120_091_1,45,Negative,228.0
12675,X092120_097_3,8B,Negative,0.0
12690,X092120_144_1,6DC,Negative,0.0
12693,X092320_003_3,12r,Positive,407.0
12695,X092320_011_2,12r,Positive,355.0
12718,X092320_078_2,45,Positive,0.0
12720,X092320_080_1,45,Negative,127.0
12725,X092320_091_3,45,Negative,0.0
12726,X092320_092_2,45,Positive,496.0
12727,X092320_092_4,45,Positive,327.0
12730,X092320_101_3,6VaVb,Negative,425.0
12735,X092320_114_3,6VaVb,Negative,467.0
12756,X092520_040_1,46v,Negative,445.0
12766,X092520_063_3,8B,Negative,0.0
12767,X092520_064_2,8B,Negative,287.0
12773,X092520_081_3,46v,Negative,524.0
12777,X092520_092_3,45,Positive,515.0
12781,X092520_103_3,45,Positive,211.0
12784,X092520_110_2,6DR,Negative,0.0
12786,X092520_117_3,6DC,Positive,230.0
12792,X092520_132_4,6DC,Positive,558.0
12793,X092520_138_2,6VaVb,Negative,389.0
12796,X092520_140_4,6DC,Positive,247.0
12802,X092820_015_2,46df,Negative,231.0
12806,X092820_023_5,46df,Negative,247.0
12814,X092820_060_5,46v,Positive,488.0
12816,X092820_064_5,8B,Positive,0.0
12818,X092820_075_5,8B,Negative,257.0
12820,X092820_077_2,12l,Positive,137.0
12821,X092820_078_3,45,Positive,513.0
12823,X092820_084_3,8B,Negative,0.0
12824,X092820_086_4,6DR,Negative,195.0
12831,X092820_101_2,6VaVb,Positive,0.0
12834,X092820_114_2,6VaVb,Negative,469.0
12835,X092820_116_3,6DC,Positive,0.0
12842,X092820_140_1,6DC,Positive,253.0
12843,X092820_140_2,6DC,Positive,0.0
12844,X092820_140_6,6DC,Negative,347.0
12846,X092820_146_3,6DC,Positive,467.0
12854,X092920_016_2,24c,Positive,514.0
12856,X092920_024_2,46df,Negative,0.0
12857,X092920_029_5,12m,Negative,0.0
12869,X092920_059_4,46v,Negative,0.0
12873,X092920_064_3,8B,Negative,638.0
12875,X092920_066_5,12l,Positive,612.0
12877,X092920_067_3,45,Negative,692.0
12878,X092920_069_5,46v,Negative,0.0
12879,X092920_070_2,46v,Negative,0.0
12880,X092920_075_4,8B,Positive,456.0
12884,X092920_091_7,45,Negative,266.0
12887,X092920_092_4,45,Positive,228.0
12888,X092920_096_2,8B,Negative,608.0
12895,X092920_116_2,6DC,Positive,581.0
12902,X092920_140_3,6DC,Negative,643.0
12903,X092920_147_7,6DC,Positive,41.0
12908,X093020_016_4,24c,Positive,0.0
12909,X093020_038_3,13l,Positive,221.0
12919,X093020_064_3,8B,Negative,332.0
12920,X093020_066_3,12l,Positive,531.0
12922,X093020_067_3,45,Negative,86.0
12923,X093020_070_6,46v,Negative,383.0
12927,X093020_084_2,8B,Negative,0.0
12929,X093020_085_4,8B,Negative,219.0
12930,X093020_086_3,8B,Negative,302.0
12932,X093020_091_4,45,Negative,161.0
12933,X093020_091_5,45,Negative,0.0
12934,X093020_096_2,8B,Negative,0.0
12935,X093020_096_3,8B,Positive,446.0
12936,X093020_101_3,6VaVb,Negative,310.0
12941,X093020_117_1,6DC,Positive,66.0
12944,X093020_131_2,6DC,Positive,360.0
12948,X093020_147_5,6DC,Positive,0.0
12951,X100120_004_4,12r,Negative,0.0
12952,X100120_006_2,46d,Negative,648.0
12954,X100120_011_6,12r,Negative,379.0
12955,X100120_013_4,46v,Negative,28.0
12959,X100120_016_2,24c,Positive,256.0
12960,X100120_024_3,46df,Negative,164.0
12962,X100120_029_4,12m,Negative,0.0
12964,X100120_038_2,13l,Positive,506.0
12965,X100120_040_3,46v,Negative,0.0
12966,X100120_047_1,12o,Positive,449.0
12970,X100120_056_3,45,Positive,0.0
12971,X100120_058_3,46v,Negative,0.0
12974,X100120_066_3,12l,Positive,713.0
12977,X100120_070_3,46v,Negative,0.0
12984,X100120_084_4,8B,Negative,0.0
12990,X100120_092_3,45,Negative,0.0
13007,X100220_006_3,46d,Negative,550.0
13008,X100220_011_7,12r,Negative,0.0
13013,X100220_029_4,12m,Negative,265.0
13014,X100220_031_4,46v,Negative,644.0
13016,X100220_040_4,46v,Negative,227.0
13018,X100220_051_4,46df,Negative,0.0
13020,X100220_058_3,46v,Negative,0.0
13023,X100220_066_6,12l,Positive,445.0
13027,X100220_077_7,12l,Positive,0.0
13029,X100220_078_4,45,Positive,378.0
13032,X100220_087_3,24c,Positive,456.0
13034,X100220_092_3,45,Positive,580.0
13035,X100220_096_2,8B,Negative,323.0
13040,X100220_109_3,6DR,Negative,440.0
13048,X100220_140_7,6DC,Positive,62.0
13051,X100520_006_2,46d,Negative,0.0
13063,X100520_023_3,46df,Negative,0.0
13068,X100520_033_3,46d,Positive,263.0
13077,X100520_070_4,46v,Negative,521.0
13079,X100520_075_1,8B,Negative,392.0
13080,X100520_077_4,12l,Negative,315.0
13083,X100520_080_4,45,Negative,65.0
13084,X100520_096_3,8B,Negative,443.0
13087,X100520_106_3,pu,Negative,64.0
13089,X100520_118_4,6DC,Negative,171.0
13097,X100520_140_4,6DC,Positive,215.0
13098,X100520_140_5,6DC,Positive,520.0
13102,X100620_004_3,12r,Positive,505.0
13123,X100620_042_5,46df,Positive,477.0
13127,X100620_067_3,45,Positive,277.0
13129,X100620_074_4,8B,Negative,568.0
13130,X100620_075_2,8B,Negative,331.0
13133,X100620_079_3,45,Negative,0.0
13135,X100620_084_1,8B,Negative,0.0
13140,X100620_085_5,8B,Negative,0.0
13141,X100620_086_3,8B,Negative,345.0
13142,X100620_091_3,45,Negative,0.0
13144,X100620_092_7,45,Negative,102.0
13150,X100620_119_5,6DC,Positive,191.0
13155,X100620_147_2,6DC,Negative,291.0
13165,X100720_024_4,46df,Negative,335.0
13178,X100720_066_2,12l,Negative,0.0
13179,X100720_075_3,8B,Negative,355.0
13184,X100720_084_1,8B,Positive,196.0
13187,X100720_084_11,8B,Negative,0.0
13193,X100720_092_3,45,Positive,480.0
13195,X100720_096_3,8B,Negative,315.0
13197,X100720_097_3,8B,Negative,402.0
13202,X100720_106_4,pu,Positive,423.0
13211,X100820_013_6,46v,Negative,386.0
13216,X100820_016_6,24c,Positive,424.0
13224,X100820_066_3,12l,Negative,0.0
13225,X100820_067_4,45,Positive,315.0
13227,X100820_075_3,8B,Negative,268.0
13228,X100820_077_4,12l,Positive,0.0
13229,X100820_080_3,44,Positive,184.0
13232,X100820_084_2,8B,Negative,0.0
13234,X100820_084_6,8B,Positive,338.0
13236,X100820_086_4,8B,Negative,290.0
13237,X100820_091_4,45,Positive,446.0
13238,X100820_092_2,45,Positive,39.0
13239,X100820_092_3,45,Positive,473.0
13240,X100820_093_3,45,Negative,0.0
13242,X100820_097_3,8B,Negative,0.0
13250,X100820_114_2,6VaVb,Positive,351.0
13253,X100820_131_6,6DC,Positive,628.0
13255,X100820_152_3,pu,Negative,0.0
13257,X100920_004_3,12r,Negative,584.0
13264,X100920_015_3,46df,Negative,656.0
13265,X100920_016_3,24c,Positive,267.0
13273,X100920_031_1,46v,Positive,40.0
13279,X100920_066_4,12l,Positive,596.0
13280,X100920_066_5,12l,Negative,535.0
13282,X100920_077_4,12l,Positive,620.0
13284,X100920_079_2,45,Negative,44.0
13291,X100920_086_6,8B,Negative,216.0
13292,X100920_087_2,24c,Negative,144.0
13293,X100920_091_3,45,Positive,0.0
13299,X100920_108_5,6DC,Negative,589.0
13309,X101220_004_5,12r,Negative,278.0
13328,X101220_060_4,46v,Negative,512.0
13329,X101220_064_3,8B,Positive,447.0
13332,X101220_066_4,12l,Positive,436.0
13340,X101220_091_1,45,Positive,323.0
13348,X101220_114_1,6VaVb,Negative,436.0
13349,X101220_114_3,6VaVb,Positive,457.0
13358,X101320_004_3,12r,Negative,654.0
13381,X101320_048_4,13l,Negative,402.0
13384,X101320_066_3,12l,Positive,357.0
13387,X101320_077_3,12l,Positive,576.0
13394,X101320_086_3,8B,Negative,0.0
13410,X101320_130_5,6VaVb,Positive,241.0
13411,X101320_130_8,6VaVb,Positive,210.0
13413,X101320_134_3,cd,Positive,0.0
13417,X101320_154_3,cd,Positive,447.0
13440,X101420_066_2,12l,Positive,280.0
13446,X101420_084_2,8B,Negative,394.0
13447,X101420_084_3,8B,Negative,479.0
13449,X101420_086_2,8B,Negative,609.0
13450,X101420_086_3,8B,Negative,155.0
13454,X101420_104_2,45,Positive,136.0
13468,X101420_135_6,24c,Negative,215.0
13469,X101420_139_4,6VaVb,Negative,330.0
13471,X101520_004_3,12r,Positive,66.0
13477,X101520_013_3,46v,Negative,377.0
13482,X101520_022_2,46v,Negative,676.0
13488,X101520_029_2,12m,Positive,246.0
13489,X101520_031_2,46v,Negative,0.0
13496,X101520_060_1,46v,Positive,283.0
13497,X101520_066_3,12l,Positive,453.0
13504,X101520_078_3,12l,Negative,207.0
13508,X101520_085_2,8B,Negative,0.0
13510,X101520_085_5,8B,Negative,160.0
13511,X101520_093_3,45,Positive,596.0
13528,X101620_004_5,12r,Negative,146.0
13530,X101620_006_4,46v,Negative,0.0
13532,X101620_013_5,46v,Negative,570.0
13540,X101620_029_2,12m,Positive,599.0
13547,X101620_050_3,46v,Negative,342.0
13549,X101620_066_4,12l,Positive,226.0
13553,X101620_084_3,8B,Negative,241.0
13554,X101620_084_4,8B,Negative,454.0
13561,X101620_092_4,45,Positive,95.0
13562,X101620_097_3,8B,Negative,195.0
13576,X101620_129_2,pu,Negative,0.0
13577,X101620_131_2,6DC,Positive,0.0
13581,X101620_152_4,pu,Positive,0.0
13588,X101920_013_3,46v,Negative,495.0
13589,X101920_013_4,46v,Negative,3.0
13599,X101920_040_4,13l,Negative,17.0
13611,X101920_084_3,8B,Negative,379.0
13618,X101920_097_3,8B,Negative,703.0
13635,X102020_004_3,12r,Negative,0.0
13642,X102020_025_4,11ml,Negative,498.0
13648,X102020_050_4,46v,Negative,570.0
13650,X102020_066_3,12l,Positive,167.0
13651,X102020_070_3,AI,Negative,0.0
13660,X102020_092_3,45,Positive,340.0
13661,X102020_092_4,45,Positive,449.0
13662,X102020_097_3,8B,Negative,674.0
13666,X102020_105_3,6DC,Negative,34.0
13671,X102020_112_6,24c,Negative,145.0
13675,X102020_128_5,pu,Negative,234.0
13676,X102020_129_2,pu,Negative,40.0
13678,X102020_134_3,cd,Positive,543.0
13682,X102020_145_2,24c,Negative,0.0
13688,X102120_011_5,12m,Positive,0.0
13697,X102120_050_6,46v,Negative,659.0
13700,X102120_066_3,12l,Positive,550.0
13711,X102120_093_4,45,Negative,0.0
13712,X102120_097_4,8B,Negative,0.0
13715,X102120_109_1,6DR,Negative,0.0
13719,X102120_129_3,pu,Negative,0.0
13732,X102220_038_2,13l,Positive,734.0
13735,X102220_047_7,12o,Negative,458.0
13737,X102220_050_9,46v,Negative,681.0
13749,X102220_079_9,45,Negative,518.0
13751,X102220_080_5,AI,Negative,506.0
13754,X102220_088_3,cd,Negative,384.0
13755,X102220_091_5,45,Negative,0.0
13760,X102220_109_4,6DR,Negative,428.0
13767,X102220_121_6,cd,Positive,121.0
13772,X102220_135_2,24c,Negative,715.0
13776,X102220_152_2,pu,Negative,0.0
13779,X102320_006_1,46v,Positive,357.0
13782,X102320_011_3,12m,Negative,359.0
13794,X102320_050_3,46v,Negative,434.0
13801,X102320_079_1,45,Negative,154.0
13813,X102320_118_4,pu,Positive,349.0
13815,X102320_119_7,pu,Positive,261.0
13816,X102320_121_4,cd,Positive,598.0
13817,X102320_124_2,cd,Negative,0.0
13819,X102320_129_2,pu,Negative,117.0
13820,X102320_130_3,6VaVb,Positive,283.0
13823,X102320_145_3,24c,Negative,34.0
13826,X102320_152_2,pu,Negative,567.0
13828,X102620_006_2,46v,Positive,0.0
13829,X102620_006_3,46v,Positive,602.0
13833,X102620_013_2,46v,Negative,65.0
13844,X102620_050_4,46v,Negative,573.0
13847,X102620_066_3,12l,Positive,532.0
13852,X102620_086_2,8B,Negative,0.0
13864,X102620_109_1,6DR,Negative,349.0
13869,X102620_129_3,pu,Negative,128.0
13870,X102620_130_3,6VaVb,Negative,398.0
13871,X102620_145_3,24c,Positive,38.0
13874,X102720_006_2,46v,Positive,420.0
13877,X102720_011_3,12m,Positive,0.0
13878,X102720_013_3,46v,Negative,363.0
13896,X102720_067_4,12o,Positive,644.0
13907,X102720_107_3,pu,Positive,330.0
13913,X102720_129_3,pu,Negative,124.0
13929,X102820_022_4,46v,Negative,243.0
13930,X102820_023_4,46v,Negative,654.0
13940,X102820_041_3,46v,Negative,0.0
13945,X102820_066_4,12l,Positive,0.0
13949,X102820_079_3,45,Negative,0.0
13952,X102820_086_5,8B,Negative,0.0
13954,X102820_091_2,45,Negative,585.0
13957,X102820_098_3,cd,Positive,218.0
13960,X102820_106_4,pu,Negative,0.0
13970,X102920_011_3,12m,Positive,49.0
13971,X102920_012_3,12m,Negative,698.0
13973,X102920_014_6,46v,Positive,70.0
13976,X102920_015_6,46v,Negative,180.0
13977,X102920_023_6,46v,Negative,0.0
13983,X102920_040_5,13l,Positive,167.0
13987,X102920_050_2,46v,Negative,557.0
13992,X102920_066_7,12l,Positive,318.0
13995,X102920_068_2,12o,Negative,321.0
13999,X102920_077_2,12l,Positive,587.0
14007,X102920_092_3,45,Positive,81.0
14009,X102920_098_3,cd,Positive,325.0
14010,X102920_100_2,24c,Negative,0.0
14016,X102920_124_3,cd,Negative,486.0
14030,X103020_012_6,12m,Positive,628.0
14036,X103020_021_5,11ml,Negative,562.0
14045,X103020_040_5,13l,Positive,751.0
14050,X103020_057_2,12o,Positive,641.0
14051,X103020_066_3,12l,Positive,227.0
14061,X103020_086_3,8B,Negative,0.0
14064,X103020_093_3,45,Negative,187.0
14068,X103020_103_3,44,Negative,26.0
14070,X103020_104_2,45,Positive,586.0
14073,X103020_106_5,pu,Positive,450.0
14076,X103020_109_5,6DR,Positive,0.0
14078,X103020_114_2,6VaVb,Positive,186.0
14088,X110220_003_2,12r,Negative,212.0
14102,X110220_057_2,12o,Positive,570.0
14108,X110220_075_3,8B,Negative,675.0
14118,X110220_092_3,45,Positive,226.0
14123,X110220_103_1,44,Negative,415.0
14125,X110220_103_8,44,Negative,250.0
14126,X110220_104_2,45,Positive,524.0
14127,X110220_104_3,45,Positive,523.0
14130,X110220_108_1,6DC,Negative,0.0
14131,X110220_109_3,6DR,Negative,196.0
14167,X110320_091_7,45,Positive,524.0
14174,X110320_103_2,44,Negative,392.0
14175,X110320_104_1,45,Positive,573.0
14177,X110320_109_2,6DR,Positive,0.0
14187,X110420_028_5,12l,Negative,739.0
14192,X110420_040_3,13l,Negative,452.0
14198,X110420_067_2,12o,Positive,202.0
14199,X110420_067_4,12o,Positive,573.0
14200,X110420_067_5,12o,Positive,239.0
14201,X110420_068_3,12o,Positive,209.0
14208,X110420_103_3,44,Negative,303.0
14209,X110420_104_1,45,Positive,580.0
14210,X110420_104_3,45,Positive,569.0
14211,X110420_105_3,6DC,Negative,226.0
14214,X110420_123_1,cd,Negative,0.0
